,Unnamed: 0,Unit Number,Time,OPS1,OPS2,OPS3,SM1,SM2,SM3,SM4,SM5,SM6,SM7,SM8,SM9,SM10,SM11,SM12,SM13,SM14,SM15,SM16,SM17,SM18,SM19,SM20,SM21
14626,45755,184,304,10.004,0.2508,100.0,489.05,605.42,1509.77,1321.24,10.52,15.49,403.24,2319.48,8829.55,1.27,45.85,379.86,2388.69,8168.32,8.4595,0.03,372.0,2319.0,100.0,29.1,17.4535
14627,45756,184,305,42.0042,0.84,100.0,445.0,550.1,1370.57,1140.56,3.91,5.72,142.18,2212.35,8375.49,1.05,42.79,134.32,2388.45,8127.23,9.1106,0.02,334.0,2212.0,100.0,10.93,6.5453
14628,45757,184,306,41.9996,0.8403,100.0,445.0,549.51,1360.16,1140.57,3.91,5.71,142.34,2212.34,8370.63,1.05,42.49,134.5,2388.47,8135.71,9.1291,0.02,333.0,2212.0,100.0,10.84,6.4599
14629,45758,184,307,41.9999,0.8416,100.0,445.0,549.75,1371.22,1140.55,3.91,5.71,142.8,2212.31,8367.38,1.05,42.71,134.76,2388.43,8138.16,9.1476,0.02,333.0,2212.0,100.0,10.85,6.4387
14630,45759,184,308,25.007,0.62,60.0,462.54,537.19,1274.93,1050.7,7.05,9.02,179.4,1915.81,8037.66,0.94,36.8,168.33,2028.65,7905.84,10.7439,0.02,308.0,1915.0,84.93,14.63,8.6814
14631,45760,184,309,9.9989,0.2516,100.0,489.05,604.85,1511.56,1316.58,10.52,15.49,404.07,2319.55,8829.5,1.27,45.93,380.43,2388.69,8176.66,8.4666,0.03,372.0,2319.0,100.0,29.17,17.552
14632,45761,184,310,24.9981,0.621,60.0,462.54,536.86,1267.05,1053.51,7.05,9.02,180.03,1915.84,8041.05,0.94,37.08,168.49,2028.72,7906.43,10.7108,0.02,309.0,1915.0,84.93,14.45,8.7183
14633,45762,184,311,35.0063,0.8416,100.0,449.44,555.66,1376.0,1146.19,5.48,8.0,199.68,2223.62,8401.94,1.05,42.21,188.2,2388.72,8115.33,9.1317,0.02,337.0,2223.0,100.0,15.13,9.0469
14634,45763,184,312,42.0001,0.84,100.0,445.0,549.45,1359.92,1137.69,3.91,5.71,142.72,2212.34,8368.16,1.05,42.48,134.23,2388.45,8134.02,9.1211,0.02,334.0,2212.0,100.0,10.74,6.4791
14635,45764,184,313,41.9991,0.8405,100.0,445.0,549.54,1372.4,1137.59,3.91,5.71,142.78,2212.41,8374.13,1.05,42.73,134.26,2388.47,8137.81,9.115,0.02,334.0,2212.0,100.0,11.0,6.5829
14636,45765,184,314,41.9984,0.84,100.0,445.0,550.23,1362.21,1140.51,3.91,5.71,142.62,2212.38,8387.14,1.05,42.76,134.27,2388.49,8140.8,9.1267,0.02,332.0,2212.0,100.0,10.83,6.4856
14637,45766,184,315,42.0062,0.84,100.0,445.0,550.02,1355.36,1147.18,3.91,5.71,142.19,2212.38,8382.47,1.05,42.54,135.15,2388.45,8137.99,9.1153,0.02,334.0,2212.0,100.0,10.83,6.5154
14638,45767,184,316,24.9981,0.622,60.0,462.54,536.51,1267.42,1058.66,7.05,9.02,179.49,1915.8,8042.73,0.95,37.24,168.41,2028.73,7905.16,10.7036,0.02,310.0,1915.0,84.93,14.5,8.7802
14639,45768,184,317,10.0014,0.2508,100.0,489.05,605.34,1507.75,1325.04,10.52,15.49,404.54,2319.58,8836.05,1.27,46.05,380.35,2388.86,8180.02,8.4613,0.03,371.0,2319.0,100.0,29.25,17.3755
14640,45769,184,318,25.0036,0.6209,60.0,462.54,537.34,1261.7,1055.45,7.05,9.02,179.4,1915.87,8042.5,0.94,36.96,168.96,2028.74,7909.6,10.6479,0.02,309.0,1915.0,84.93,14.54,8.8233
14641,45770,184,319,10.0043,0.2519,100.0,489.05,605.48,1519.67,1327.01,10.52,15.49,405.04,2319.57,8837.28,1.27,45.91,381.59,2388.87,8181.98,8.4926,0.03,374.0,2319.0,100.0,29.09,17.5596
14642,45771,184,320,20.0001,0.7003,100.0,491.19,607.84,1501.01,1270.22,9.35,13.66,344.7,2324.81,8773.88,1.1,44.97,324.37,2388.95,8113.26,8.9941,0.03,369.0,2324.0,100.0,25.29,14.9778
14643,45772,184,321,24.9989,0.62,60.0,462.54,536.92,1276.79,1051.69,7.05,9.02,180.43,1915.84,8048.45,0.95,37.0,169.18,2028.79,7908.57,10.629,0.02,309.0,1915.0,84.93,14.74,8.7074
14644,45773,184,322,42.003,0.8417,100.0,445.0,549.76,1366.54,1142.38,3.91,5.71,143.42,2212.41,8389.99,1.05,42.87,134.98,2388.53,8148.51,9.0986,0.02,335.0,2212.0,100.0,10.8,6.4431
14645,45774,184,323,10.0071,0.2504,100.0,489.05,605.31,1503.71,1304.96,10.52,15.49,400.92,2319.22,8804.28,1.27,45.65,377.24,2388.45,8155.07,8.5494,0.03,371.0,2319.0,100.0,28.72,17.3144
14646,45775,184,324,0.0022,0.0006,100.0,518.67,642.57,1600.4,1409.0,14.62,21.61,560.83,2388.25,9084.18,1.31,47.57,529.13,2388.23,8162.09,8.2728,0.03,392.0,2388.0,100.0,39.35,23.6817
14647,45776,184,325,0.0003,0.0,100.0,518.67,642.12,1602.87,1406.74,14.62,21.61,561.91,2388.28,9089.05,1.31,47.71,529.27,2388.26,8157.2,8.3174,0.03,393.0,2388.0,100.0,39.34,23.6259
14648,45777,184,326,20.0056,0.7015,100.0,491.19,607.46,1485.23,1254.22,9.35,13.65,340.54,2324.29,8754.2,1.09,44.47,320.28,2388.44,8083.85,9.1191,0.03,366.0,2324.0,100.0,24.94,14.9875
14649,45778,184,327,35.0063,0.84,100.0,449.44,555.83,1368.97,1136.13,5.48,8.0,197.98,2223.36,8378.99,1.04,42.06,186.88,2388.46,8092.03,9.1405,0.02,333.0,2223.0,100.0,15.19,9.0909
14650,45779,184,328,0.0006,0.0,100.0,518.67,642.84,1583.11,1405.46,14.62,21.61,562.51,2388.32,9090.16,1.31,47.5,530.12,2388.26,8158.89,8.3214,0.03,394.0,2388.0,100.0,39.56,23.6321
14651,45780,184,329,19.998,0.7,100.0,491.19,607.1,1481.31,1254.18,9.35,13.65,339.52,2324.32,8749.81,1.09,44.36,320.64,2388.54,8087.08,9.0571,0.02,366.0,2324.0,100.0,24.94,14.8631
14652,45781,184,330,42.0063,0.8412,100.0,445.0,549.31,1362.71,1131.43,3.91,5.71,141.43,2212.17,8348.33,1.04,42.25,133.24,2388.29,8117.21,9.1665,0.02,332.0,2212.0,100.0,10.81,6.4511
14653,45782,184,331,10.0066,0.2503,100.0,489.05,604.86,1501.38,1309.65,10.52,15.49,401.17,2319.21,8808.48,1.27,45.77,377.07,2388.4,8156.65,8.4967,0.03,370.0,2319.0,100.0,28.85,17.4148
14654,45783,184,332,42.0024,0.8411,100.0,445.0,549.09,1359.68,1126.13,3.91,5.71,141.24,2212.22,8353.18,1.04,42.46,133.55,2388.3,8115.33,9.2259,0.02,331.0,2212.0,100.0,10.76,6.5594
14655,45784,184,333,9.9982,0.25,100.0,489.05,604.72,1504.87,1313.45,10.52,15.49,400.66,2319.21,8803.65,1.27,45.68,377.15,2388.43,8162.24,8.5321,0.03,370.0,2319.0,100.0,28.84,17.2773
14656,45785,184,334,0.0014,0.0,100.0,518.67,642.89,1595.25,1413.52,14.62,21.61,563.67,2388.37,9091.07,1.31,47.8,530.71,2388.27,8164.47,8.2983,0.03,395.0,2388.0,100.0,39.27,23.662
14657,45786,184,335,10.0071,0.2507,100.0,489.05,605.04,1503.94,1324.36,10.52,15.49,400.55,2319.29,8819.47,1.27,45.7,378.04,2388.51,8158.39,8.5564,0.03,369.0,2319.0,100.0,29.18,17.3723
14658,45787,184,336,25.0052,0.62,60.0,462.54,536.14,1267.99,1049.72,7.05,9.02,178.05,1915.64,8032.36,0.94,36.73,166.89,2028.53,7892.74,10.7315,0.02,307.0,1915.0,84.93,14.43,8.833
14659,45788,184,337,20.0046,0.7,100.0,491.19,607.43,1488.35,1258.49,9.35,13.65,340.86,2324.42,8759.2,1.09,44.58,320.92,2388.57,8094.81,9.0621,0.03,366.0,2324.0,100.0,24.83,14.9149
14660,45789,184,338,0.0011,0.0,100.0,518.67,642.55,1592.23,1408.68,14.62,21.61,563.33,2388.31,9094.34,1.31,47.81,530.59,2388.3,8164.3,8.3067,0.03,394.0,2388.0,100.0,39.59,23.5787
14661,45790,184,339,0.0012,0.001,100.0,518.67,643.07,1592.04,1411.68,14.62,21.6,563.27,2388.32,9090.12,1.31,47.6,531.01,2388.31,8166.95,8.2926,0.03,395.0,2388.0,100.0,39.47,23.6063
14662,45791,184,340,41.9989,0.84,100.0,445.0,549.6,1354.28,1130.74,3.91,5.71,140.93,2212.24,8359.48,1.04,42.46,133.17,2388.36,8118.13,9.1449,0.02,333.0,2212.0,100.0,10.69,6.4558
14663,45792,184,341,25.0026,0.62,60.0,462.54,536.56,1261.05,1047.14,7.05,9.02,178.27,1915.69,8037.51,0.94,36.76,167.56,2028.58,7894.02,10.7283,0.02,307.0,1915.0,84.93,14.54,8.7012
14664,45793,184,342,25.0021,0.6202,60.0,462.54,537.26,1264.22,1053.12,7.05,9.02,178.94,1915.68,8032.82,0.94,36.87,167.39,2028.56,7895.04,10.7094,0.02,307.0,1915.0,84.93,14.46,8.7886
14665,45794,184,343,20.0072,0.7,100.0,491.19,607.83,1492.14,1253.81,9.35,13.65,340.58,2324.49,8758.36,1.09,44.46,320.98,2388.6,8092.83,9.0754,0.03,367.0,2324.0,100.0,25.0,14.9817
14666,45795,184,344,42.0002,0.8418,100.0,445.0,549.27,1366.2,1130.37,3.91,5.71,141.42,2212.2,8354.85,1.04,42.32,133.8,2388.33,8124.46,9.163,0.02,333.0,2212.0,100.0,10.79,6.4217
14667,45796,184,345,35.0054,0.8405,100.0,449.44,555.51,1367.83,1138.26,5.48,8.0,198.16,2223.45,8389.29,1.04,42.33,187.1,2388.65,8104.8,9.1555,0.02,335.0,2223.0,100.0,15.11,8.985
14668,45797,184,346,10.0052,0.251,100.0,489.05,604.86,1504.47,1314.79,10.52,15.49,401.63,2319.35,8818.44,1.27,45.88,378.74,2388.57,8157.94,8.4911,0.03,372.0,2319.0,100.0,29.01,17.3149
14669,45798,184,347,10.0009,0.25,100.0,489.05,604.71,1505.5,1321.61,10.52,15.49,401.51,2319.37,8806.97,1.27,45.58,378.76,2388.46,8156.59,8.4912,0.03,371.0,2319.0,100.0,29.02,17.3852
14670,45799,184,348,0.0021,0.0002,100.0,518.67,643.0,1601.91,1415.56,14.62,21.61,564.14,2388.4,9104.66,1.31,47.71,531.84,2388.41,8173.49,8.3186,0.03,395.0,2388.0,100.0,39.65,23.6289
14671,45800,184,349,0.0024,0.0,100.0,518.67,643.57,1596.3,1412.91,14.62,21.61,564.08,2388.4,9093.79,1.31,47.85,531.2,2388.35,8168.99,8.2659,0.03,394.0,2388.0,100.0,39.52,23.668000000000006
14672,45801,184,350,41.9995,0.84,100.0,445.0,549.77,1361.43,1131.9,3.91,5.71,142.42,2212.29,8369.37,1.04,42.54,133.5,2388.36,8126.17,9.1688,0.02,332.0,2212.0,100.0,10.92,6.4632
14673,45802,184,351,20.0037,0.7,100.0,491.19,607.75,1491.17,1258.52,9.35,13.65,341.76,2324.6,8757.95,1.09,44.79,322.03,2388.73,8095.49,9.0592,0.03,366.0,2324.0,100.0,24.98,14.9775
14674,45803,184,352,25.0073,0.62,60.0,462.54,536.95,1262.88,1052.02,7.05,9.02,178.42,1915.68,8033.49,0.94,36.96,167.42,2028.58,7899.19,10.7133,0.02,307.0,1915.0,84.93,14.47,8.6589
14675,45804,184,353,0.0015,0.0,100.0,518.67,643.41,1602.49,1419.64,14.62,21.61,564.65,2388.41,9105.6,1.31,47.79,532.28,2388.36,8175.99,8.2861,0.03,395.0,2388.0,100.0,39.57,23.6788
14676,45805,184,354,42.008,0.8401,100.0,445.0,550.01,1365.2,1136.31,3.91,5.71,141.95,2212.28,8372.6,1.04,42.58,133.79,2388.44,8129.09,9.1487,0.02,333.0,2212.0,100.0,10.72,6.4539
14677,45806,184,355,42.0022,0.8415,100.0,445.0,549.61,1358.16,1137.57,3.91,5.71,141.64,2212.27,8369.72,1.04,42.53,133.84,2388.4,8125.48,9.1198,0.02,332.0,2212.0,100.0,10.89,6.3564
14678,45807,184,356,10.0029,0.25,100.0,489.05,605.37,1509.38,1322.98,10.52,15.49,401.98,2319.36,8819.63,1.27,45.87,378.92,2388.59,8172.81,8.4945,0.03,369.0,2319.0,100.0,29.13,17.3431
14679,45808,184,357,0.0019,0.0,100.0,518.67,643.57,1599.01,1422.5,14.62,21.61,565.3,2388.42,9103.47,1.31,47.86,532.11,2388.4,8172.23,8.2744,0.03,395.0,2388.0,100.0,39.42,23.7695
14680,45809,184,358,9.9985,0.25,100.0,489.05,605.09,1508.02,1326.82,10.52,15.49,402.85,2319.4,8824.56,1.27,45.87,379.68,2388.64,8167.75,8.4748,0.03,371.0,2319.0,100.0,29.1,17.5014
14681,45810,184,359,41.9996,0.84,100.0,445.0,549.78,1361.9,1141.1,3.91,5.71,142.49,2212.3,8360.37,1.04,42.68,133.69,2388.44,8124.38,9.1398,0.02,332.0,2212.0,100.0,10.8,6.4085
14682,45811,184,360,35.0033,0.841,100.0,449.44,556.31,1365.05,1144.97,5.48,8.0,199.13,2223.49,8401.28,1.05,42.37,187.24,2388.66,8114.68,9.1231,0.02,336.0,2223.0,100.0,14.99,9.1215
14683,45812,184,361,10.0068,0.25,100.0,489.05,604.63,1513.81,1315.31,10.52,15.49,402.7,2319.42,8829.57,1.27,45.8,379.39,2388.62,8166.97,8.4897,0.03,372.0,2319.0,100.0,28.97,17.4154
14684,45813,184,362,10.0047,0.2508,100.0,489.05,604.34,1515.17,1319.98,10.52,15.49,403.12,2319.47,8825.76,1.27,45.87,379.61,2388.65,8168.69,8.4723,0.03,371.0,2319.0,100.0,29.17,17.4819
14685,45814,184,363,0.0023,0.0,100.0,518.67,642.86,1602.87,1420.6,14.62,21.61,566.21,2388.43,9106.8,1.31,47.96,532.88,2388.4,8177.29,8.2579,0.03,394.0,2388.0,100.0,39.52,23.7031
14686,45815,184,364,9.9991,0.25,100.0,489.05,604.69,1509.79,1318.67,10.52,15.49,403.74,2319.51,8831.64,1.27,45.95,380.1,2388.64,8169.66,8.5144,0.03,372.0,2319.0,100.0,29.28,17.4021
14687,45816,184,365,20.0013,0.7019,100.0,491.19,607.94,1492.33,1263.27,9.35,13.66,343.32,2324.71,8770.89,1.09,44.76,323.26,2388.84,8101.87,9.0349,0.03,366.0,2324.0,100.0,25.1,14.9612
14688,45817,184,366,34.9984,0.84,100.0,449.44,555.81,1378.35,1140.75,5.48,8.0,200.02,2223.62,8400.51,1.05,42.45,187.8,2388.73,8112.32,9.1112,0.02,336.0,2223.0,100.0,15.11,9.2287
14689,45818,184,367,0.0027,0.0,100.0,518.67,643.03,1603.61,1411.45,14.62,21.61,566.44,2388.48,9102.91,1.31,47.84,533.89,2388.48,8180.98,8.2607,0.03,395.0,2388.0,100.0,39.73,23.6931
14690,45819,184,368,35.0044,0.84,100.0,449.44,555.63,1376.08,1139.19,5.48,8.0,199.82,2223.59,8391.4,1.05,42.36,188.42,2388.74,8121.28,9.0789,0.02,336.0,2223.0,100.0,15.28,9.0724
14691,45820,184,369,25.0054,0.6202,60.0,462.54,536.88,1267.85,1052.93,7.05,9.02,179.46,1915.8,8046.92,0.94,36.88,168.73,2028.7,7905.08,10.6493,0.02,309.0,1915.0,84.93,14.51,8.7279
14692,45821,184,370,20.0017,0.7,100.0,491.19,607.93,1495.35,1264.44,9.35,13.65,342.95,2324.74,8779.01,1.1,45.01,323.12,2388.89,8109.35,9.0082,0.03,367.0,2324.0,100.0,24.97,14.9366
14693,45822,184,371,20.0071,0.7,100.0,491.19,607.34,1497.69,1263.16,9.35,13.65,344.14,2324.71,8776.45,1.1,45.1,323.27,2388.88,8105.99,9.031,0.03,370.0,2324.0,100.0,25.16,15.0537
14694,45823,184,372,25.0004,0.6202,60.0,462.54,536.75,1276.18,1042.78,7.05,9.02,179.38,1915.85,8052.51,0.94,36.98,168.48,2028.73,7905.35,10.688,0.02,307.0,1915.0,84.93,14.46,8.833
14695,45824,184,373,0.0029,0.0003,100.0,518.67,643.17,1598.53,1417.52,14.62,21.61,567.65,2388.49,9114.79,1.31,47.71,535.25,2388.48,8183.7,8.2893,0.03,395.0,2388.0,100.0,39.42,23.8368
14696,45825,184,374,42.0077,0.8401,100.0,445.0,549.6,1364.49,1144.17,3.91,5.71,142.52,2212.4,8375.14,1.05,42.5,134.55,2388.43,8136.78,9.1294,0.02,334.0,2212.0,100.0,10.63,6.6529
14697,45826,184,375,35.0039,0.8403,100.0,449.44,555.75,1374.14,1139.69,5.48,8.0,200.4,2223.68,8407.36,1.05,42.36,188.55,2388.75,8120.25,9.0867,0.02,337.0,2223.0,100.0,15.13,9.2557
14698,45827,184,376,35.0051,0.8414,100.0,449.44,556.14,1375.35,1140.45,5.48,8.0,199.96,2223.69,8412.39,1.05,42.71,189.02,2388.88,8125.21,9.0535,0.02,337.0,2223.0,100.0,15.27,9.0641
14699,45828,184,377,25.0051,0.62,60.0,462.54,536.62,1271.44,1048.32,7.05,9.02,179.76,1915.79,8044.65,0.94,37.24,168.65,2028.7,7909.02,10.6515,0.02,310.0,1915.0,84.93,14.66,8.6498
14700,45829,184,378,10.0002,0.2513,100.0,489.05,605.27,1515.07,1329.15,10.52,15.49,405.03,2319.61,8838.57,1.27,45.97,381.87,2388.79,8185.91,8.4461,0.03,371.0,2319.0,100.0,29.11,17.46
14701,45830,184,379,42.0054,0.84,100.0,445.0,549.57,1360.66,1149.95,3.91,5.71,142.77,2212.38,8384.67,1.05,42.7,135.09,2388.45,8144.26,9.1217,0.02,334.0,2212.0,100.0,10.74,6.551
14702,47019,190,1,20.006,0.7,100.0,491.19,606.55,1470.76,1234.68,9.35,13.6,331.55,2323.63,8709.45,1.07,43.86,311.94,2387.77,8052.37,9.2189,0.02,363.0,2324.0,100.0,24.33,14.5181
14703,47020,190,2,0.0024,0.0,100.0,518.67,641.69,1574.3,1395.34,14.62,21.57,551.3,2387.91,9038.13,1.3,46.96,519.57,2387.88,8124.67,8.4567,0.03,390.0,2388.0,100.0,38.93,23.3079
14704,47021,190,3,0.001,0.0,100.0,518.67,642.11,1581.79,1392.64,14.62,21.58,551.23,2387.91,9039.18,1.29,47.06,519.38,2387.97,8123.03,8.4102,0.03,390.0,2388.0,100.0,38.84,23.1998
14705,47022,190,4,25.0025,0.62,60.0,462.54,536.6,1248.66,1038.93,7.05,9.0,174.8,1915.17,7992.23,0.93,36.31,162.7,2028.04,7862.01,10.8734,0.02,305.0,1915.0,84.93,14.3,8.5912
14706,47023,190,5,42.0008,0.8402,100.0,445.0,549.07,1342.22,1111.91,3.91,5.69,137.55,2211.91,8301.63,1.01,41.41,129.71,2387.94,8073.93,9.3786,0.02,327.0,2212.0,100.0,10.51,6.2502
14707,47024,190,6,10.002,0.25,100.0,489.05,603.63,1484.9,1301.0,10.52,15.46,392.5,2318.63,8756.71,1.25,44.74,369.53,2387.81,8122.01,8.6203,0.03,367.0,2319.0,100.0,28.7,17.1452
14708,47025,190,7,9.9999,0.25,100.0,489.05,603.7,1488.13,1295.98,10.52,15.46,393.3,2318.57,8759.23,1.25,45.13,369.43,2387.78,8121.35,8.6291,0.03,369.0,2319.0,100.0,28.6,17.0674
14709,47026,190,8,24.9998,0.6205,60.0,462.54,536.11,1250.0,1037.52,7.05,9.0,174.54,1915.2,7991.32,0.93,36.4,163.52,2028.1,7866.04,10.8984,0.02,306.0,1915.0,84.93,14.17,8.6501
14710,47027,190,9,0.0023,0.0011,100.0,518.67,641.87,1581.48,1390.95,14.62,21.58,551.52,2387.81,9045.96,1.3,46.87,519.5,2387.75,8126.27,8.3901,0.03,391.0,2388.0,100.0,38.77,23.3844
14711,47028,190,10,35.0033,0.8409,100.0,449.44,554.73,1356.16,1116.24,5.48,7.97,192.76,2222.79,8336.47,1.02,41.42,181.66,2387.83,8060.7,9.3336,0.02,332.0,2223.0,100.0,14.78,8.9421
14712,47029,190,11,20.0,0.7001,100.0,491.19,606.58,1479.09,1236.34,9.35,13.6,331.58,2323.67,8704.03,1.07,43.71,311.9,2387.79,8051.0,9.1888,0.02,363.0,2324.0,100.0,24.48,14.6689
14713,47030,190,12,10.0051,0.251,100.0,489.05,604.71,1486.69,1292.13,10.52,15.46,392.44,2318.64,8758.09,1.26,44.91,370.07,2387.86,8116.89,8.6361,0.03,367.0,2319.0,100.0,28.49,17.1362
14714,47031,190,13,35.0023,0.84,100.0,449.44,554.74,1356.9,1115.52,5.48,7.97,193.5,2222.75,8339.25,1.02,41.49,181.68,2387.87,8050.8,9.2946,0.02,332.0,2223.0,100.0,15.04,8.9624
14715,47032,190,14,20.0019,0.7,100.0,491.19,607.01,1472.43,1238.51,9.35,13.61,331.68,2323.59,8698.87,1.07,43.82,312.26,2387.74,8048.84,9.213,0.02,362.0,2324.0,100.0,24.39,14.6141
14716,47033,190,15,35.0048,0.84,100.0,449.44,555.4,1360.14,1117.36,5.48,7.97,193.11,2222.78,8336.75,1.01,41.6,181.26,2387.82,8051.47,9.3031,0.02,331.0,2223.0,100.0,14.93,8.9247
14717,47034,190,16,42.0079,0.8403,100.0,445.0,548.97,1341.42,1114.77,3.91,5.7,137.18,2211.94,8304.48,1.01,41.83,129.82,2387.99,8070.04,9.3407,0.02,327.0,2212.0,100.0,10.63,6.4875
14718,47035,190,17,0.0006,0.0,100.0,518.67,642.04,1580.01,1387.88,14.62,21.58,552.13,2388.0,9038.59,1.3,46.91,519.04,2387.98,8123.25,8.4141,0.03,390.0,2388.0,100.0,38.97,23.3531
14719,47036,190,18,0.0022,0.0,100.0,518.67,641.91,1580.66,1391.64,14.62,21.58,551.15,2387.63,9029.01,1.3,47.2,519.25,2387.7,8122.76,8.4158,0.03,391.0,2388.0,100.0,39.0,23.2696
14720,47037,190,19,24.9983,0.62,60.0,462.54,536.63,1262.58,1036.24,7.05,9.0,174.88,1915.2,7997.84,0.94,36.41,163.93,2028.08,7863.94,10.8634,0.02,306.0,1915.0,84.93,14.1,8.5702
14721,47038,190,20,25.002,0.6203,60.0,462.54,535.75,1255.04,1033.61,7.05,9.0,174.21,1915.3,7997.45,0.94,36.47,163.12,2028.05,7868.31,10.843,0.02,304.0,1915.0,84.93,14.56,8.6194
14722,47039,190,21,0.0012,0.0011,100.0,518.67,642.41,1572.07,1394.05,14.62,21.58,551.7,2387.68,9034.95,1.3,47.04,518.99,2387.66,8118.13,8.4277,0.03,392.0,2388.0,100.0,38.92,23.2661
14723,47040,190,22,41.9994,0.84,100.0,445.0,548.87,1342.85,1111.4,3.91,5.69,137.71,2211.92,8304.75,1.01,41.68,129.01,2387.97,8072.13,9.3861,0.02,328.0,2212.0,100.0,10.44,6.3228
14724,47041,190,23,0.0025,0.0,100.0,518.67,642.19,1579.96,1389.62,14.62,21.57,550.93,2387.79,9037.25,1.3,47.04,519.24,2387.81,8130.21,8.458,0.03,392.0,2388.0,100.0,38.83,23.1762
14725,47042,190,24,20.0049,0.7,100.0,491.19,607.22,1475.1,1236.88,9.35,13.61,332.28,2323.62,8705.49,1.07,43.9,312.7,2387.81,8054.04,9.2209,0.02,363.0,2324.0,100.0,24.53,14.617
14726,47043,190,25,0.0016,0.0,100.0,518.67,641.76,1577.31,1392.17,14.62,21.57,551.56,2387.81,9044.31,1.3,47.07,519.14,2387.75,8125.73,8.4409,0.03,389.0,2388.0,100.0,38.94,23.3154
14727,47044,190,26,34.9981,0.84,100.0,449.44,555.6,1351.28,1109.91,5.48,7.97,193.05,2222.7,8328.46,1.01,41.35,181.67,2387.8,8054.67,9.3088,0.02,333.0,2223.0,100.0,14.85,8.8542
14728,47045,190,27,42.0071,0.8407,100.0,445.0,548.99,1339.01,1111.99,3.91,5.7,137.36,2211.84,8303.33,1.01,41.53,129.42,2387.99,8070.46,9.3874,0.02,329.0,2212.0,100.0,10.73,6.2707
14729,47046,190,28,20.0063,0.7,100.0,491.19,606.75,1473.69,1234.42,9.35,13.6,331.87,2323.64,8704.7,1.07,43.87,312.22,2387.75,8047.47,9.241,0.02,361.0,2324.0,100.0,24.32,14.6676
14730,47047,190,29,35.0015,0.84,100.0,449.44,554.83,1360.38,1112.15,5.48,7.97,193.18,2222.8,8326.14,1.01,41.51,181.71,2387.78,8058.86,9.3268,0.02,332.0,2223.0,100.0,14.68,8.8943
14731,47048,190,30,25.0072,0.62,60.0,462.54,536.26,1249.77,1039.76,7.05,9.0,174.02,1915.19,7995.49,0.93,36.33,163.56,2028.08,7861.06,10.9049,0.02,304.0,1915.0,84.93,14.24,8.6092
14732,47049,190,31,42.0045,0.8409,100.0,445.0,549.05,1344.1,1115.04,3.91,5.69,138.33,2211.86,8305.14,1.01,41.52,129.45,2388.01,8071.52,9.3821,0.02,327.0,2212.0,100.0,10.62,6.3466
14733,47050,190,32,0.0015,0.0004,100.0,518.67,642.35,1581.14,1394.95,14.62,21.58,551.59,2387.85,9036.41,1.3,47.05,519.52,2387.83,8124.35,8.4521,0.03,390.0,2388.0,100.0,38.87,23.3081
14734,47051,190,33,25.0059,0.6212,60.0,462.54,536.29,1255.93,1041.56,7.05,9.0,174.95,1915.24,7995.64,0.93,36.27,163.61,2028.13,7864.19,10.8785,0.02,304.0,1915.0,84.93,14.25,8.6639
14735,47052,190,34,42.0074,0.84,100.0,445.0,549.19,1349.79,1112.71,3.91,5.69,137.46,2211.89,8306.05,1.01,41.7,129.08,2387.93,8067.84,9.3473,0.02,327.0,2212.0,100.0,10.62,6.2652
14736,47053,190,35,25.0066,0.6202,60.0,462.54,536.5,1242.67,1042.64,7.05,9.0,174.27,1915.19,7995.36,0.93,36.25,163.93,2028.06,7865.12,10.9033,0.02,302.0,1915.0,84.93,14.12,8.5737
14737,47054,190,36,42.0034,0.8419,100.0,445.0,549.42,1337.28,1108.01,3.91,5.69,137.6,2211.85,8301.2,1.01,41.53,129.21,2387.95,8070.02,9.3988,0.02,327.0,2212.0,100.0,10.56,6.2853
14738,47055,190,37,20.0018,0.7014,100.0,491.19,606.74,1473.07,1238.49,9.35,13.61,331.89,2323.63,8703.05,1.07,43.97,313.04,2387.79,8051.87,9.2108,0.02,364.0,2324.0,100.0,24.44,14.8331
14739,47056,190,38,0.0012,0.0,100.0,518.67,641.64,1578.56,1396.84,14.62,21.57,552.11,2387.76,9033.96,1.3,47.09,519.03,2387.79,8126.94,8.421,0.03,390.0,2388.0,100.0,38.64,23.2472
14740,47057,190,39,0.0006,0.0,100.0,518.67,641.88,1582.64,1397.56,14.62,21.58,550.42,2387.9,9034.99,1.3,47.1,518.5,2387.83,8118.97,8.4184,0.03,390.0,2388.0,100.0,38.75,23.4099
14741,47058,190,40,9.9998,0.25,100.0,489.05,604.21,1491.19,1288.17,10.52,15.46,392.23,2318.63,8763.39,1.26,45.12,369.75,2387.8,8121.37,8.6111,0.03,366.0,2319.0,100.0,28.53,17.2599
14742,47059,190,41,42.0037,0.84,100.0,445.0,549.07,1338.15,1114.52,3.91,5.69,136.61,2211.89,8297.31,1.01,41.44,129.58,2387.93,8068.19,9.371,0.02,330.0,2212.0,100.0,10.69,6.2797
14743,47060,190,42,25.0025,0.62,60.0,462.54,536.17,1248.79,1037.5,7.05,9.0,174.68,1915.15,7997.15,0.93,36.45,163.93,2028.02,7863.51,10.9137,0.02,304.0,1915.0,84.93,14.28,8.5813
14744,47061,190,43,42.0018,0.8412,100.0,445.0,548.85,1338.01,1112.75,3.91,5.69,136.57,2211.85,8301.29,1.01,41.6,129.45,2387.98,8066.55,9.3658,0.02,327.0,2212.0,100.0,10.57,6.3215
